x_mm,y_mm,active,height_mm,biomass,eps,active_sediment_mm,layer_id
40.000000,5.000000,0.000000,nan,nan,nan,nan,-1.000000
0.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
1.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
2.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
3.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
4.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
5.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
6.000000,6.000000,1.000000,11.718398,0.182165,0.181571,0.293417,9.000000
7.000000,6.000000,1.000000,11.715520,0.182160,0.181568,0.291213,8.000000
8.000000,6.000000,1.000000,11.713411,0.182159,0.181567,0.283135,8.000000
9.000000,6.000000,1.000000,11.712391,0.182158,0.181567,0.279125,9.000000
10.000000,6.000000,1.000000,11.719073,0.182158,0.181567,0.284433,9.000000
11.000000,6.000000,1.000000,11.732505,0.182159,0.181565,0.286437,9.000000
12.000000,6.000000,1.000000,11.751009,0.182171,0.181567,0.282937,9.000000
13.000000,6.000000,1.000000,11.750423,0.081433,0.056908,0.076599,8.000000
14.000000,6.000000,1.000000,11.754532,0.182169,0.181564,0.284969,9.000000
15.000000,6.000000,1.000000,11.736238,0.182158,0.181564,0.284889,9.000000
16.000000,6.000000,1.000000,11.720212,0.182155,0.181565,0.276828,9.000000
17.000000,6.000000,1.000000,11.712453,0.182154,0.181564,0.284146,9.000000
18.000000,6.000000,1.000000,11.710949,0.182155,0.181565,0.285532,8.000000
19.000000,6.000000,1.000000,11.715106,0.182157,0.181566,0.286372,8.000000
20.000000,6.000000,1.000000,11.721896,0.182158,0.181566,0.281766,8.000000
21.000000,6.000000,1.000000,11.730245,0.182164,0.181567,0.285158,9.000000
22.000000,6.000000,1.000000,11.732325,0.182173,0.181569,0.286806,9.000000
23.000000,6.000000,1.000000,11.734402,0.182168,0.181569,0.287783,9.000000
24.000000,6.000000,1.000000,11.728480,0.182165,0.181570,0.280703,8.000000
25.000000,6.000000,1.000000,11.725751,0.182167,0.181572,0.288117,8.000000
26.000000,6.000000,1.000000,11.722625,0.182168,0.181572,0.293900,8.000000
27.000000,6.000000,1.000000,11.722195,0.182168,0.181573,0.283207,8.000000
28.000000,6.000000,1.000000,11.723980,0.182168,0.181572,0.281426,8.000000
29.000000,6.000000,1.000000,11.728957,0.182170,0.181573,0.286716,8.000000
30.000000,6.000000,1.000000,11.739312,0.182172,0.181573,0.288508,8.000000
31.000000,6.000000,1.000000,11.750911,0.182176,0.181573,0.290602,9.000000
32.000000,6.000000,1.000000,11.759763,0.182186,0.181576,0.286065,9.000000
33.000000,6.000000,1.000000,11.767687,0.182179,0.181574,0.287469,9.000000
34.000000,6.000000,1.000000,11.775540,0.182179,0.181575,0.287900,9.000000
35.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
36.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
37.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
38.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
39.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
40.000000,6.000000,0.000000,nan,nan,nan,nan,-1.000000
0.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
1.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
2.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
3.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
4.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
5.000000,7.000000,1.000000,11.717662,0.182171,0.181576,0.283543,9.000000
6.000000,7.000000,1.000000,11.716999,0.182164,0.181571,0.280819,9.000000
7.000000,7.000000,1.000000,11.713507,0.182160,0.181568,0.281043,8.000000
8.000000,7.000000,1.000000,11.714069,0.182158,0.181567,0.288500,9.000000
9.000000,7.000000,1.000000,11.714865,0.182158,0.181567,0.288156,8.000000
10.000000,7.000000,1.000000,11.722198,0.182154,0.181564,0.286880,9.000000
11.000000,7.000000,1.000000,11.736330,0.182151,0.181560,0.280913,8.000000
12.000000,7.000000,1.000000,11.760513,0.182159,0.181562,0.286847,9.000000
13.000000,7.000000,1.000000,11.772058,0.182173,0.181564,0.291191,8.000000
14.000000,7.000000,1.000000,11.763300,0.182163,0.181563,0.282794,9.000000
15.000000,7.000000,1.000000,11.738317,0.182157,0.181564,0.278424,9.000000
16.000000,7.000000,1.000000,11.722988,0.182157,0.181566,0.287664,8.000000
17.000000,7.000000,1.000000,11.715200,0.182156,0.181566,0.287363,9.000000
18.000000,7.000000,1.000000,11.712231,0.182157,0.181566,0.291819,8.000000
19.000000,7.000000,1.000000,11.713310,0.182157,0.181567,0.286783,9.000000
20.000000,7.000000,1.000000,11.716745,0.182157,0.181565,0.286765,9.000000
21.000000,7.000000,1.000000,11.722688,0.182160,0.181567,0.286396,9.000000
22.000000,7.000000,1.000000,11.727146,0.182163,0.181568,0.281647,8.000000
23.000000,7.000000,1.000000,11.728649,0.182165,0.181570,0.291665,9.000000
24.000000,7.000000,1.000000,11.725736,0.182166,0.181571,0.290989,8.000000
25.000000,7.000000,1.000000,11.723678,0.182167,0.181572,0.289741,8.000000
26.000000,7.000000,1.000000,11.720819,0.182169,0.181573,0.277697,8.000000
27.000000,7.000000,1.000000,11.722655,0.182171,0.181574,0.289028,8.000000
28.000000,7.000000,1.000000,11.724747,0.182169,0.181573,0.279527,8.000000
29.000000,7.000000,1.000000,11.731472,0.182172,0.181575,0.283494,9.000000
30.000000,7.000000,1.000000,11.746290,0.182175,0.181574,0.287509,9.000000
31.000000,7.000000,1.000000,11.762702,0.182186,0.181575,0.288922,9.000000
32.000000,7.000000,1.000000,11.766791,0.091764,0.073324,0.122164,8.000000
33.000000,7.000000,1.000000,11.785527,0.182192,0.181575,0.291283,9.000000
34.000000,7.000000,1.000000,11.783616,0.182189,0.181575,0.284951,8.000000
35.000000,7.000000,1.000000,11.779187,0.182179,0.181574,0.281361,8.000000
36.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
37.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
38.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
39.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
40.000000,7.000000,0.000000,nan,nan,nan,nan,-1.000000
0.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
1.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
2.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
3.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
4.000000,8.000000,1.000000,11.719515,0.182169,0.181573,0.287824,9.000000
5.000000,8.000000,1.000000,11.718400,0.182168,0.181573,0.286851,9.000000
6.000000,8.000000,1.000000,11.716906,0.182165,0.181571,0.285645,8.000000
7.000000,8.000000,1.000000,11.713861,0.182162,0.181570,0.281766,9.000000
8.000000,8.000000,1.000000,11.715025,0.182159,0.181567,0.279956,8.000000
9.000000,8.000000,1.000000,11.719439,0.182156,0.181566,0.284603,9.000000
10.000000,8.000000,1.000000,11.729185,0.182150,0.181560,0.285925,9.000000
11.000000,8.000000,1.000000,11.747157,0.182139,0.181548,0.289103,8.000000
12.000000,8.000000,1.000000,11.769535,0.182156,0.181558,0.290793,9.000000
13.000000,8.000000,1.000000,11.781439,0.182176,0.181564,0.287760,9.000000
14.000000,8.000000,1.000000,11.768334,0.182173,0.181565,0.283883,8.000000
15.000000,8.000000,1.000000,11.745497,0.182160,0.181564,0.285890,8.000000
16.000000,8.000000,1.000000,11.726922,0.182156,0.181565,0.285489,9.000000
17.000000,8.000000,1.000000,11.716522,0.182155,0.181565,0.293520,9.000000
18.000000,8.000000,1.000000,11.710760,0.182154,0.181565,0.281841,8.000000
19.000000,8.000000,1.000000,11.712544,0.182155,0.181565,0.285064,8.000000
20.000000,8.000000,1.000000,11.714479,0.182155,0.181565,0.286207,8.000000
21.000000,8.000000,1.000000,11.717632,0.182158,0.181567,0.282894,8.000000
22.000000,8.000000,1.000000,11.720036,0.182161,0.181568,0.286515,9.000000
23.000000,8.000000,1.000000,11.722158,0.182163,0.181570,0.283417,8.000000
24.000000,8.000000,1.000000,11.720938,0.182166,0.181571,0.287119,8.000000
25.000000,8.000000,1.000000,11.720506,0.182170,0.181574,0.282791,9.000000
26.000000,8.000000,1.000000,11.720148,0.182172,0.181576,0.281993,8.000000
27.000000,8.000000,1.000000,11.723984,0.182172,0.181575,0.283541,8.000000
28.000000,8.000000,1.000000,11.727144,0.182171,0.181574,0.285222,8.000000
29.000000,8.000000,1.000000,11.734588,0.182173,0.181575,0.282189,8.000000
30.000000,8.000000,1.000000,11.751504,0.182174,0.181574,0.290159,8.000000
31.000000,8.000000,1.000000,11.775031,0.182181,0.181572,0.289107,8.000000
32.000000,8.000000,1.000000,11.789706,0.182197,0.181573,0.283961,8.000000
33.000000,8.000000,1.000000,11.796648,0.182192,0.181572,0.275407,8.000000
34.000000,8.000000,1.000000,11.776052,0.081436,0.056909,0.077734,9.000000
35.000000,8.000000,1.000000,11.775187,0.182184,0.181574,0.291502,9.000000
36.000000,8.000000,1.000000,11.764802,0.182169,0.181571,0.286442,8.000000
37.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
38.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
39.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
40.000000,8.000000,0.000000,nan,nan,nan,nan,-1.000000
0.000000,9.000000,0.000000,nan,nan,nan,nan,-1.000000
1.000000,9.000000,0.000000,nan,nan,nan,nan,-1.000000
2.000000,9.000000,0.000000,nan,nan,nan,nan,-1.000000
3.000000,9.000000,0.000000,nan,nan,nan,nan,-1.000000
4.000000,9.000000,1.000000,11.720428,0.182166,0.181572,0.284935,8.000000
5.000000,9.000000,1.000000,11.717900,0.182165,0.181571,0.278864,8.000000
6.000000,9.000000,1.000000,11.717377,0.182163,0.181570,0.286580,8.000000
7.000000,9.000000,1.000000,11.716063,0.182162,0.181569,0.284122,8.000000
