x_mm,y_mm,active,initial_dome_height_mm,height_mm,growth_thickness_mm,biomass,eps,active_sediment_mm,layer_id
23.000000,7.000000,1.000000,4.748786,16.490429,11.391643,0.187380,0.184535,0.293286,9.000000
24.000000,7.000000,1.000000,4.612497,16.462079,11.499582,0.187351,0.184519,0.292596,8.000000
25.000000,7.000000,1.000000,4.436195,16.428733,11.642538,0.187316,0.184499,0.291327,8.000000
26.000000,7.000000,1.000000,4.219040,16.390203,11.821163,0.187275,0.184476,0.279197,8.000000
27.000000,7.000000,1.000000,3.959968,16.353620,12.043652,0.187232,0.184452,0.290581,8.000000
28.000000,7.000000,1.000000,3.657656,16.316211,12.308555,0.187184,0.184424,0.281016,8.000000
29.000000,7.000000,1.000000,3.310492,16.284193,12.623702,0.187141,0.184399,0.284984,9.000000
30.000000,7.000000,1.000000,2.916521,16.262806,12.996285,0.187101,0.184374,0.289017,9.000000
31.000000,7.000000,1.000000,2.473389,16.247115,13.423726,0.187075,0.184353,0.290433,9.000000
32.000000,7.000000,1.000000,1.978251,16.224585,13.896334,0.093594,0.074750,0.124724,8.000000
33.000000,7.000000,1.000000,1.427661,16.223361,14.445699,0.187026,0.184322,0.292784,9.000000
34.000000,7.000000,1.000000,0.817424,16.208739,15.041314,0.187008,0.184313,0.286412,8.000000
35.000000,7.000000,1.000000,0.142375,16.198851,15.706477,0.186992,0.184309,0.282797,8.000000
36.000000,7.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
37.000000,7.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
38.000000,7.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
39.000000,7.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,7.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
3.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
4.000000,8.000000,1.000000,0.000000,16.125636,15.775636,0.186969,0.184302,0.289292,9.000000
5.000000,8.000000,1.000000,0.725561,16.128563,15.053002,0.186972,0.184303,0.288315,9.000000
6.000000,8.000000,1.000000,1.383029,16.140189,14.407159,0.186984,0.184310,0.287105,8.000000
7.000000,8.000000,1.000000,1.978251,16.159248,13.830998,0.187007,0.184323,0.283209,9.000000
8.000000,8.000000,1.000000,2.515952,16.190765,13.324813,0.187038,0.184341,0.281406,8.000000
9.000000,8.000000,1.000000,3.000000,16.232686,12.882686,0.187078,0.184363,0.286096,9.000000
10.000000,8.000000,1.000000,3.433583,16.285874,12.502290,0.187121,0.184385,0.287431,9.000000
11.000000,8.000000,1.000000,3.819347,16.352141,12.182794,0.187166,0.184406,0.290651,8.000000
12.000000,8.000000,1.000000,4.159491,16.426785,11.917294,0.187240,0.184447,0.292363,9.000000
13.000000,8.000000,1.000000,4.455844,16.492915,11.687071,0.187320,0.184487,0.289343,9.000000
14.000000,8.000000,1.000000,4.709920,16.529434,11.469514,0.187372,0.184518,0.285451,8.000000
15.000000,8.000000,1.000000,4.922963,16.544074,11.271112,0.187405,0.184545,0.287477,8.000000
16.000000,8.000000,1.000000,5.095977,16.555455,11.109479,0.187443,0.184571,0.287090,9.000000
17.000000,8.000000,1.000000,5.229754,16.571744,10.991990,0.187477,0.184591,0.295186,9.000000
18.000000,8.000000,1.000000,5.324893,16.587750,10.912857,0.187504,0.184607,0.283434,8.000000
19.000000,8.000000,1.000000,5.381812,16.603980,10.872168,0.187522,0.184617,0.286688,8.000000
20.000000,8.000000,1.000000,5.400758,16.611609,10.860852,0.187529,0.184621,0.287839,8.000000
21.000000,8.000000,1.000000,5.381812,16.611246,10.879434,0.187528,0.184621,0.284501,8.000000
22.000000,8.000000,1.000000,5.324893,16.600927,10.926034,0.187516,0.184614,0.288152,9.000000
23.000000,8.000000,1.000000,5.229754,16.581520,11.001765,0.187492,0.184601,0.285029,8.000000
24.000000,8.000000,1.000000,5.095977,16.550520,11.104544,0.187460,0.184582,0.288728,8.000000
25.000000,8.000000,1.000000,4.922963,16.513269,11.240306,0.187420,0.184560,0.284371,9.000000
26.000000,8.000000,1.000000,4.709920,16.470905,11.410984,0.187373,0.184533,0.283538,8.000000
27.000000,8.000000,1.000000,4.455844,16.429002,11.623158,0.187320,0.184502,0.285097,8.000000
28.000000,8.000000,1.000000,4.159491,16.384520,11.875029,0.187263,0.184469,0.286766,8.000000
29.000000,8.000000,1.000000,3.819347,16.344611,12.175264,0.187209,0.184438,0.283698,8.000000
30.000000,8.000000,1.000000,3.433583,16.316555,12.532971,0.187157,0.184406,0.291696,8.000000
31.000000,8.000000,1.000000,3.000000,16.299241,12.949241,0.187116,0.184377,0.290630,8.000000
32.000000,8.000000,1.000000,2.515952,16.278496,13.412544,0.187093,0.184355,0.285440,8.000000
33.000000,8.000000,1.000000,1.978251,16.256402,13.928151,0.187052,0.184333,0.276823,8.000000
34.000000,8.000000,1.000000,1.383029,16.212945,14.479916,0.081973,0.057016,0.077782,9.000000
35.000000,8.000000,1.000000,0.725561,16.194957,15.119396,0.187004,0.184312,0.292992,9.000000
36.000000,8.000000,1.000000,0.000000,16.173026,15.823026,0.186987,0.184309,0.287902,9.000000
37.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
38.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
39.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,8.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
3.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
4.000000,9.000000,1.000000,0.540659,16.131434,15.240775,0.186972,0.184303,0.286396,8.000000
5.000000,9.000000,1.000000,1.248595,16.138579,14.539983,0.186981,0.184308,0.280293,8.000000
6.000000,9.000000,1.000000,1.891046,16.158969,13.917923,0.187003,0.184320,0.288054,8.000000
7.000000,9.000000,1.000000,2.473389,16.188590,13.365200,0.187038,0.184341,0.285593,8.000000
8.000000,9.000000,1.000000,3.000000,16.230255,12.880255,0.187082,0.184366,0.287023,8.000000
9.000000,9.000000,1.000000,3.474477,16.284029,12.459553,0.187137,0.184397,0.283996,8.000000
10.000000,9.000000,1.000000,3.899799,16.349991,12.100192,0.187198,0.184428,0.289597,8.000000
11.000000,9.000000,1.000000,4.278449,16.423940,11.795491,0.187268,0.184462,0.287524,9.000000
12.000000,9.000000,1.000000,4.612497,16.506063,11.543566,0.187346,0.184502,0.286607,8.000000
13.000000,9.000000,1.000000,4.903668,16.564249,11.310582,0.082355,0.057644,0.077589,8.000000
14.000000,9.000000,1.000000,5.153394,16.608239,11.104846,0.082713,0.058282,0.079888,9.000000
15.000000,9.000000,1.000000,5.362853,16.643222,10.930370,0.187528,0.184611,0.282383,9.000000
16.000000,9.000000,1.000000,5.532998,16.658484,10.775485,0.187561,0.184637,0.286780,8.000000
17.000000,9.000000,1.000000,5.664583,16.676686,10.662103,0.187600,0.184662,0.282516,8.000000
18.000000,9.000000,1.000000,5.758176,16.695269,10.587093,0.187630,0.184680,0.285783,8.000000
19.000000,9.000000,1.000000,5.814175,16.712637,10.548462,0.187649,0.184690,0.288422,8.000000
20.000000,9.000000,1.000000,5.832816,16.720581,10.537765,0.187657,0.184695,0.293033,8.000000
21.000000,9.000000,1.000000,5.814175,16.718590,10.554415,0.187655,0.184693,0.293376,8.000000
22.000000,9.000000,1.000000,5.758176,16.703648,10.595472,0.187641,0.184686,0.283640,8.000000
23.000000,9.000000,1.000000,5.664583,16.681121,10.666538,0.187613,0.184670,0.287460,9.000000
24.000000,9.000000,1.000000,5.532998,16.647878,10.764879,0.187575,0.184648,0.282426,8.000000
25.000000,9.000000,1.000000,5.362853,16.607095,10.894243,0.187530,0.184622,0.282812,9.000000
26.000000,9.000000,1.000000,5.153394,16.559890,11.056496,0.187478,0.184593,0.285958,9.000000
27.000000,9.000000,1.000000,4.903668,16.512622,11.258954,0.187415,0.184556,0.289169,8.000000
28.000000,9.000000,1.000000,4.612497,16.457737,11.495240,0.187350,0.184519,0.294028,8.000000
29.000000,9.000000,1.000000,4.278449,16.409069,11.780620,0.187285,0.184482,0.288959,9.000000
30.000000,9.000000,1.000000,3.899799,16.370722,12.120923,0.187224,0.184444,0.287690,9.000000
31.000000,9.000000,1.000000,3.474477,16.339967,12.515490,0.187176,0.184410,0.286334,8.000000
32.000000,9.000000,1.000000,3.000000,16.298420,12.948420,0.081984,0.057018,0.079037,9.000000
33.000000,9.000000,1.000000,2.473389,16.275757,13.452368,0.187078,0.184350,0.290240,8.000000
34.000000,9.000000,1.000000,1.891046,16.232843,13.991797,0.187038,0.184330,0.285074,8.000000
35.000000,9.000000,1.000000,1.248595,16.192788,14.594193,0.187002,0.184315,0.294165,8.000000
36.000000,9.000000,1.000000,0.540659,16.166494,15.275835,0.186988,0.184311,0.282047,9.000000
37.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
38.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
39.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,9.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
3.000000,10.000000,1.000000,0.260292,16.133961,15.523669,0.186978,0.184307,0.285755,9.000000
4.000000,10.000000,1.000000,1.022716,16.137055,14.764340,0.186982,0.184309,0.285623,8.000000
5.000000,10.000000,1.000000,1.715633,16.153774,14.088141,0.186999,0.184318,0.286195,9.000000
6.000000,10.000000,1.000000,2.345235,16.183353,13.488118,0.187031,0.184336,0.290660,8.000000
7.000000,10.000000,1.000000,2.916521,16.223267,12.956745,0.187076,0.184362,0.287936,9.000000
8.000000,10.000000,1.000000,3.433583,16.274632,12.491048,0.187133,0.184395,0.281663,8.000000
9.000000,10.000000,1.000000,3.899799,16.339084,12.089285,0.187200,0.184431,0.287929,8.000000
10.000000,10.000000,1.000000,4.317978,16.411055,11.743077,0.187281,0.184473,0.290871,8.000000
11.000000,10.000000,1.000000,4.690465,16.480136,11.439671,0.093657,0.074770,0.120177,8.000000
12.000000,10.000000,1.000000,5.019224,16.574901,11.205678,0.187438,0.184558,0.285081,9.000000
13.000000,10.000000,1.000000,5.305893,16.649514,10.993621,0.187516,0.184600,0.287722,9.000000
14.000000,10.000000,1.000000,5.551836,16.699669,10.797832,0.187584,0.184640,0.287456,8.000000
15.000000,10.000000,1.000000,5.758176,16.731647,10.623470,0.187631,0.184675,0.288036,9.000000
16.000000,10.000000,1.000000,5.925824,16.755356,10.479532,0.187681,0.184707,0.283017,8.000000
17.000000,10.000000,1.000000,6.055499,16.781637,10.376139,0.187727,0.184735,0.287209,8.000000
18.000000,10.000000,1.000000,6.147744,16.807290,10.309546,0.187760,0.184753,0.292193,9.000000
19.000000,10.000000,1.000000,6.202941,16.826421,10.273480,0.187781,0.184765,0.294306,8.000000
20.000000,10.000000,1.000000,6.221315,16.832472,10.261156,0.187790,0.184771,0.283650,8.000000
21.000000,10.000000,1.000000,6.202941,16.828476,10.275535,0.187788,0.184770,0.286279,9.000000
22.000000,10.000000,1.000000,6.147744,16.814464,10.316720,0.187772,0.184761,0.291952,8.000000
23.000000,10.000000,1.000000,6.055499,16.789652,10.384154,0.187742,0.184744,0.288456,8.000000
24.000000,10.000000,1.000000,5.925824,16.752520,10.476696,0.187699,0.184719,0.289301,8.000000
25.000000,10.000000,1.000000,5.758176,16.706861,10.598685,0.187645,0.184688,0.279890,9.000000
26.000000,10.000000,1.000000,5.551836,16.654815,10.752979,0.187585,0.184654,0.289925,8.000000
27.000000,10.000000,1.000000,5.305893,16.597065,10.941172,0.187515,0.184614,0.292315,9.000000
28.000000,10.000000,1.000000,5.019224,16.534903,11.165679,0.187441,0.184571,0.283321,8.000000
29.000000,10.000000,1.000000,4.690465,16.475321,11.434856,0.187367,0.184529,0.292465,8.000000
30.000000,10.000000,1.000000,4.317978,16.420028,11.752050,0.187291,0.184484,0.288777,8.000000
31.000000,10.000000,1.000000,3.899799,16.376091,12.126292,0.187223,0.184442,0.286809,8.000000
32.000000,10.000000,1.000000,3.433583,16.330728,12.547145,0.187166,0.184405,0.288939,9.000000
33.000000,10.000000,1.000000,2.916521,16.282697,13.016175,0.187098,0.184369,0.284619,8.000000
34.000000,10.000000,1.000000,2.345235,16.230571,13.535336,0.187048,0.184342,0.285519,8.000000
35.000000,10.000000,1.000000,1.715633,16.187620,14.121986,0.187012,0.184323,0.294971,9.000000
36.000000,10.000000,1.000000,1.022716,16.157281,14.784565,0.186991,0.184313,0.286652,8.000000
37.000000,10.000000,1.000000,0.260292,16.141737,15.531446,0.186985,0.184311,0.281461,9.000000
38.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
39.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,10.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
3.000000,11.000000,1.000000,0.702534,16.139277,15.086743,0.186982,0.184309,0.284609,8.000000
4.000000,11.000000,1.000000,1.449944,16.147223,14.347279,0.186995,0.184316,0.287046,8.000000
5.000000,11.000000,1.000000,2.130067,16.172342,13.692275,0.187022,0.184332,0.286253,9.000000
6.000000,11.000000,1.000000,2.748684,16.210355,13.111671,0.187062,0.184354,0.287080,8.000000
7.000000,11.000000,1.000000,3.310492,16.260312,12.599820,0.187119,0.184387,0.289015,8.000000
8.000000,11.000000,1.000000,3.819347,16.321898,12.152551,0.187186,0.184425,0.293680,9.000000
9.000000,11.000000,1.000000,4.278449,16.397046,11.768597,0.187262,0.184467,0.293161,8.000000
10.000000,11.000000,1.000000,4.690465,16.477435,11.436970,0.187347,0.184513,0.282921,8.000000
11.000000,11.000000,1.000000,5.057628,16.559087,11.151459,0.187441,0.184562,0.282620,9.000000
12.000000,11.000000,1.000000,5.381812,16.640345,10.908533,0.187517,0.184608,0.284388,9.000000
13.000000,11.000000,1.000000,5.664583,16.711483,10.696900,0.187598,0.184656,0.289373,9.000000
14.000000,11.000000,1.000000,5.907248,16.767746,10.510498,0.187674,0.184701,0.290655,8.000000
15.000000,11.000000,1.000000,6.110883,16.813375,10.352492,0.187741,0.184741,0.286582,8.000000
16.000000,11.000000,1.000000,6.276363,16.851836,10.225473,0.187803,0.184778,0.290255,8.000000
17.000000,11.000000,1.000000,6.404379,16.887228,10.132849,0.187854,0.184808,0.285635,9.000000
18.000000,11.000000,1.000000,6.495454,16.916779,10.071325,0.187892,0.184829,0.287041,9.000000
19.000000,11.000000,1.000000,6.549955,16.937386,10.037432,0.187915,0.184842,0.287912,9.000000
20.000000,11.000000,1.000000,6.568098,16.945893,10.027796,0.187923,0.184847,0.284373,8.000000
21.000000,11.000000,1.000000,6.549955,16.943415,10.043460,0.187920,0.184845,0.283622,8.000000
22.000000,11.000000,1.000000,6.495454,16.927909,10.082455,0.187902,0.184835,0.287830,8.000000
23.000000,11.000000,1.000000,6.404379,16.901685,10.147306,0.187869,0.184816,0.284960,9.000000
24.000000,11.000000,1.000000,6.276363,16.864081,10.237718,0.187822,0.184789,0.289623,8.000000
25.000000,11.000000,1.000000,6.110883,16.811980,10.351097,0.187763,0.184755,0.292448,8.000000
26.000000,11.000000,1.000000,5.907248,16.750740,10.493492,0.187695,0.184716,0.289540,8.000000
27.000000,11.000000,1.000000,5.664583,16.683472,10.668888,0.187619,0.184674,0.282913,8.000000
28.000000,11.000000,1.000000,5.381812,16.614456,10.882645,0.187537,0.184626,0.291919,8.000000
29.000000,11.000000,1.000000,5.057628,16.543358,11.135729,0.187451,0.184577,0.290238,9.000000
30.000000,11.000000,1.000000,4.690465,16.473285,11.432819,0.187364,0.184527,0.280759,8.000000
31.000000,11.000000,1.000000,4.278449,16.411245,11.782796,0.187279,0.184477,0.284617,9.000000
32.000000,11.000000,1.000000,3.819347,16.352198,12.182851,0.187203,0.184432,0.285427,9.000000
33.000000,11.000000,1.000000,3.310492,16.292406,12.631914,0.187133,0.184393,0.290347,8.000000
34.000000,11.000000,1.000000,2.748684,16.235563,13.136879,0.187076,0.184361,0.284348,9.000000
35.000000,11.000000,1.000000,2.130067,16.190316,13.710249,0.187031,0.184336,0.287810,9.000000
36.000000,11.000000,1.000000,1.449944,16.159154,14.359210,0.187001,0.184319,0.282403,8.000000
37.000000,11.000000,1.000000,0.702534,16.143344,15.090810,0.186988,0.184312,0.283407,8.000000
38.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
39.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,11.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,12.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,12.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,12.000000,1.000000,0.283797,16.140522,15.506726,0.186981,0.184309,0.281771,9.000000
3.000000,12.000000,1.000000,1.090722,16.148816,14.708094,0.186987,0.184311,0.283389,9.000000
4.000000,12.000000,1.000000,1.825424,16.166341,13.990917,0.187008,0.184323,0.283843,8.000000
5.000000,12.000000,1.000000,2.494680,16.197269,13.352589,0.187045,0.184345,0.286531,8.000000
6.000000,12.000000,1.000000,3.103942,16.241904,12.787963,0.187096,0.184374,0.288865,9.000000
7.000000,12.000000,1.000000,3.657656,16.299036,12.291380,0.187163,0.184412,0.291231,8.000000
8.000000,12.000000,1.000000,4.159491,16.369822,11.860331,0.187242,0.184457,0.292494,9.000000
9.000000,12.000000,1.000000,4.612497,16.453298,11.490801,0.187328,0.184505,0.291696,9.000000
10.000000,12.000000,1.000000,5.019224,16.540165,11.170942,0.187423,0.184556,0.282702,9.000000
11.000000,12.000000,1.000000,5.381812,16.624953,10.893141,0.187528,0.184612,0.285162,9.000000
12.000000,12.000000,1.000000,5.702060,16.706818,10.654758,0.187610,0.184663,0.287791,8.000000
13.000000,12.000000,1.000000,5.981475,16.778393,10.446918,0.187696,0.184715,0.283809,8.000000
14.000000,12.000000,1.000000,6.221315,16.840015,10.268699,0.187782,0.184765,0.282462,8.000000
15.000000,12.000000,1.000000,6.422618,16.897883,10.125265,0.187856,0.184808,0.291353,8.000000
16.000000,12.000000,1.000000,6.586228,16.949158,10.012929,0.187923,0.184847,0.287783,9.000000
17.000000,12.000000,1.000000,6.712813,16.991518,9.928705,0.187979,0.184879,0.290412,9.000000
18.000000,12.000000,1.000000,6.802878,17.024475,9.871598,0.188019,0.184902,0.283631,8.000000
19.000000,12.000000,1.000000,6.856777,17.048726,9.841949,0.188046,0.184917,0.284268,9.000000
20.000000,12.000000,1.000000,6.874720,17.060727,9.836007,0.188056,0.184923,0.287739,8.000000
21.000000,12.000000,1.000000,6.856777,17.058403,9.851626,0.188050,0.184919,0.287870,9.000000
22.000000,12.000000,1.000000,6.802878,17.044607,9.891730,0.188029,0.184907,0.284064,9.000000
23.000000,12.000000,1.000000,6.712813,17.018658,9.955845,0.187994,0.184886,0.285042,8.000000
24.000000,12.000000,1.000000,6.586228,16.979591,10.043362,0.187944,0.184856,0.289370,8.000000
25.000000,12.000000,1.000000,6.422618,16.920858,10.148240,0.187878,0.184820,0.290746,8.000000
26.000000,12.000000,1.000000,6.221315,16.848613,10.277298,0.187805,0.184779,0.290220,9.000000
27.000000,12.000000,1.000000,5.981475,16.771990,10.440514,0.187722,0.184733,0.289497,9.000000
28.000000,12.000000,1.000000,5.702060,16.694048,10.641989,0.187629,0.184679,0.284079,9.000000
29.000000,12.000000,1.000000,5.381812,16.613792,10.881981,0.187533,0.184624,0.284194,9.000000
30.000000,12.000000,1.000000,5.019224,16.530397,11.161174,0.187439,0.184571,0.288148,8.000000
31.000000,12.000000,1.000000,4.612497,16.455186,11.492689,0.187343,0.184515,0.283442,8.000000
32.000000,12.000000,1.000000,4.159491,16.381352,11.871861,0.187255,0.184464,0.281660,8.000000
33.000000,12.000000,1.000000,3.657656,16.314302,12.306646,0.187177,0.184420,0.288478,8.000000
34.000000,12.000000,1.000000,3.103942,16.253594,12.799653,0.187108,0.184380,0.287895,9.000000
35.000000,12.000000,1.000000,2.494680,16.204204,13.359524,0.187051,0.184348,0.283108,8.000000
36.000000,12.000000,1.000000,1.825424,16.168586,13.993162,0.187014,0.184327,0.284229,8.000000
37.000000,12.000000,1.000000,1.090722,16.148992,14.708270,0.186993,0.184315,0.286926,8.000000
38.000000,12.000000,1.000000,0.283797,16.142824,15.509027,0.186986,0.184311,0.289052,8.000000
39.000000,12.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,12.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,13.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,13.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
2.000000,13.000000,1.000000,0.633308,16.155255,15.171947,0.186981,0.184307,0.288618,9.000000
3.000000,13.000000,1.000000,1.427661,16.169156,14.391494,0.186996,0.184314,0.289798,8.000000
4.000000,13.000000,1.000000,2.151674,16.189252,13.687578,0.187024,0.184331,0.288323,9.000000
5.000000,13.000000,1.000000,2.811762,16.222469,13.060707,0.187070,0.184359,0.279384,8.000000
6.000000,13.000000,1.000000,3.413111,16.273445,12.510333,0.187132,0.184394,0.285174,9.000000
7.000000,13.000000,1.000000,3.959968,16.336785,12.026817,0.187208,0.184438,0.287903,9.000000
8.000000,13.000000,1.000000,4.455844,16.416376,11.610532,0.187297,0.184489,0.287249,8.000000
9.000000,13.000000,1.000000,4.903668,16.508035,11.254368,0.187395,0.184542,0.299000,8.000000
10.000000,13.000000,1.000000,5.305893,16.599898,10.944005,0.187507,0.184602,0.286866,9.000000
11.000000,13.000000,1.000000,5.664583,16.679123,10.664539,0.093709,0.074786,0.124745,8.000000
12.000000,13.000000,1.000000,5.981475,16.774695,10.443219,0.187710,0.184718,0.287395,8.000000
13.000000,13.000000,1.000000,6.258026,16.851156,10.243129,0.187797,0.184773,0.289019,8.000000
14.000000,13.000000,1.000000,6.495454,16.921403,10.075948,0.187886,0.184825,0.283551,8.000000
15.000000,13.000000,1.000000,6.694765,16.985591,9.940826,0.187968,0.184873,0.288234,8.000000
16.000000,13.000000,1.000000,6.856777,17.044122,9.837346,0.188039,0.184913,0.287734,8.000000
17.000000,13.000000,1.000000,6.982137,17.093064,9.760926,0.188099,0.184948,0.283059,8.000000
18.000000,13.000000,1.000000,7.071338,17.130193,9.708855,0.188142,0.184973,0.283715,8.000000
19.000000,13.000000,1.000000,7.124722,17.157701,9.682979,0.188169,0.184987,0.284546,8.000000
20.000000,13.000000,1.000000,7.142495,17.172283,9.679788,0.188180,0.184993,0.284341,9.000000
21.000000,13.000000,1.000000,7.124722,17.172951,9.698229,0.188176,0.184990,0.286810,8.000000
22.000000,13.000000,1.000000,7.071338,17.160300,9.738962,0.188152,0.184975,0.281915,8.000000
23.000000,13.000000,1.000000,6.982137,17.136164,9.804027,0.188116,0.184953,0.290024,8.000000
24.000000,13.000000,1.000000,6.856777,17.091688,9.884911,0.188070,0.184922,0.282963,8.000000
25.000000,13.000000,1.000000,6.694765,17.027988,9.983223,0.187992,0.184882,0.291468,8.000000
26.000000,13.000000,1.000000,6.495454,16.943584,10.098130,0.187907,0.184837,0.281022,9.000000
27.000000,13.000000,1.000000,6.258026,16.858378,10.250352,0.187816,0.184786,0.287390,8.000000
28.000000,13.000000,1.000000,5.981475,16.775233,10.443758,0.187719,0.184730,0.293933,8.000000
29.000000,13.000000,1.000000,5.664583,16.686926,10.672343,0.187615,0.184670,0.285584,9.000000
30.000000,13.000000,1.000000,5.305893,16.596036,10.940143,0.187511,0.184611,0.283585,8.000000
31.000000,13.000000,1.000000,4.903668,16.505856,11.252188,0.187407,0.184552,0.283875,8.000000
32.000000,13.000000,1.000000,4.455844,16.422776,11.616932,0.187308,0.184495,0.286772,8.000000
33.000000,13.000000,1.000000,3.959968,16.348171,12.038203,0.187220,0.184445,0.289933,9.000000
34.000000,13.000000,1.000000,3.413111,16.281572,12.518460,0.187141,0.184399,0.292522,9.000000
35.000000,13.000000,1.000000,2.811762,16.224092,13.062330,0.187076,0.184362,0.284307,8.000000
36.000000,13.000000,1.000000,2.151674,16.183770,13.682096,0.187029,0.184335,0.287846,9.000000
37.000000,13.000000,1.000000,1.427661,16.157971,14.380309,0.186999,0.184318,0.292976,9.000000
38.000000,13.000000,1.000000,0.633308,16.145758,15.162450,0.186988,0.184312,0.295030,9.000000
39.000000,13.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
40.000000,13.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
0.000000,14.000000,0.000000,nan,nan,nan,nan,nan,nan,-1.000000
1.000000,14.000000,1.000000,0.071308,16.157217,15.735909,0.186976,0.184304,0.285887,8.000000
2.000000,14.000000,1.000000,0.931712,16.170670,14.888957,0.186986,0.184307,0.284509,9.000000
3.000000,14.000000,1.000000,1.715633,16.192672,14.127039,0.187018,0.184321,0.284828,9.000000
4.000000,14.000000,1.000000,2.430749,16.220661,13.439912,0.187047,0.184342,0.281915,8.000000
5.000000,14.000000,1.000000,3.083189,16.253523,12.820333,0.187099,0.184374,0.288183,9.000000
6.000000,14.000000,1.000000,3.677925,16.306241,12.278316,0.187169,0.184415,0.289575,9.000000
7.000000,14.000000,1.000000,4.219040,16.375785,11.806744,0.187252,0.184463,0.281282,8.000000
8.000000,14.000000,1.000000,4.709920,16.460180,11.400260,0.187349,0.184518,0.283818,9.000000
9.000000,14.000000,1.000000,5.153394,16.556427,11.053034,0.187454,0.184577,0.286457,8.000000
10.000000,14.000000,1.000000,5.551836,16.656167,10.754331,0.187567,0.184640,0.291479,9.000000
11.000000,14.000000,1.000000,5.907248,16.752173,10.494925,0.187687,0.184705,0.287575,8.000000
12.000000,14.000000,1.000000,6.221315,16.843009,10.271693,0.187788,0.184766,0.295943,8.000000
13.000000,14.000000,1.000000,6.495454,16.924833,10.079379,0.187889,0.184826,0.289788,8.000000
14.000000,14.000000,1.000000,6.730849,17.001806,9.920956,0.187985,0.184882,0.291716,8.000000
15.000000,14.000000,1.000000,6.928480,17.070041,9.791561,0.188070,0.184931,0.285211,9.000000
16.000000,14.000000,1.000000,7.089144,17.134263,9.695119,0.188145,0.184973,0.286827,8.000000
17.000000,14.000000,1.000000,7.213472,17.188139,9.624667,0.188210,0.185011,0.291143,8.000000
18.000000,14.000000,1.000000,7.301943,17.228640,9.576696,0.188253,0.185036,0.286438,9.000000
19.000000,14.000000,1.000000,7.354894,17.259866,9.554973,0.188282,0.185051,0.285850,8.000000
20.000000,14.000000,1.000000,7.372522,17.276159,9.553638,0.188297,0.185057,0.287138,9.000000
21.000000,14.000000,1.000000,7.354894,17.277748,9.572854,0.188300,0.185055,0.296103,8.000000
22.000000,14.000000,1.000000,7.301943,17.265896,9.613953,0.188268,0.185038,0.286116,8.000000
23.000000,14.000000,1.000000,7.213472,17.238055,9.674583,0.188233,0.185014,0.286893,8.000000
