x_mm,y_mm,height_mm,biomass,eps,active_sediment_mm,layer_id
19.000000,9.000000,11.710972,0.182153,0.181564,0.286745,8.000000
20.000000,9.000000,11.712729,0.182153,0.181564,0.291329,8.000000
21.000000,9.000000,11.714933,0.182156,0.181566,0.291661,8.000000
22.000000,9.000000,11.714602,0.182160,0.181568,0.282006,8.000000
23.000000,9.000000,11.716884,0.182162,0.181569,0.285808,9.000000
24.000000,9.000000,11.718418,0.182164,0.181570,0.280818,8.000000
25.000000,9.000000,11.720675,0.182168,0.181573,0.281220,9.000000
26.000000,9.000000,11.721457,0.182173,0.181577,0.284361,9.000000
27.000000,9.000000,11.726908,0.182173,0.181576,0.287553,8.000000
28.000000,9.000000,11.728020,0.182173,0.181576,0.292418,8.000000
29.000000,9.000000,11.735816,0.182175,0.181576,0.287398,9.000000
30.000000,9.000000,11.751910,0.182177,0.181575,0.286153,8.000000
31.000000,9.000000,11.771676,0.182187,0.181575,0.284830,8.000000
32.000000,9.000000,11.775827,0.081437,0.056909,0.078989,9.000000
33.000000,9.000000,11.793782,0.182190,0.181573,0.288742,8.000000
34.000000,9.000000,11.788900,0.182185,0.181572,0.283613,8.000000
35.000000,9.000000,11.784889,0.182168,0.181566,0.292664,8.000000
36.000000,9.000000,11.780742,0.182155,0.181556,0.280603,9.000000
37.000000,9.000000,11.772515,0.182164,0.181564,0.288296,8.000000
38.000000,9.000000,11.759567,0.182173,0.181568,0.284886,9.000000
39.000000,9.000000,11.745750,0.182163,0.181566,0.284057,8.000000
40.000000,9.000000,11.733372,0.182156,0.181564,0.286666,8.000000
0.000000,10.000000,11.753931,0.182183,0.181579,0.287898,8.000000
1.000000,10.000000,11.747766,0.182182,0.181579,0.284168,8.000000
2.000000,10.000000,11.741741,0.182183,0.181581,0.286163,9.000000
3.000000,10.000000,11.736926,0.182179,0.181579,0.284306,9.000000
4.000000,10.000000,11.731728,0.182177,0.181578,0.284175,8.000000
5.000000,10.000000,11.727542,0.182172,0.181575,0.284736,9.000000
6.000000,10.000000,11.724308,0.182167,0.181572,0.289166,8.000000
7.000000,10.000000,11.721684,0.182164,0.181570,0.286440,8.000000
8.000000,10.000000,11.722355,0.182163,0.181570,0.280193,8.000000
9.000000,10.000000,11.729268,0.182163,0.181568,0.286403,8.000000
10.000000,10.000000,11.738508,0.182171,0.181568,0.289306,8.000000
11.000000,10.000000,11.741173,0.091758,0.073323,0.117619,8.000000
12.000000,10.000000,11.766672,0.182174,0.181565,0.283503,8.000000
13.000000,10.000000,11.771418,0.182175,0.181564,0.286099,9.000000
14.000000,10.000000,11.757767,0.182171,0.181564,0.285812,8.000000
15.000000,10.000000,11.739573,0.182159,0.181563,0.286375,9.000000
16.000000,10.000000,11.722546,0.182155,0.181564,0.281377,8.000000
17.000000,10.000000,11.713663,0.182155,0.181565,0.285515,8.000000
18.000000,10.000000,11.711510,0.182154,0.181564,0.290465,8.000000
19.000000,10.000000,11.712666,0.182153,0.181564,0.292548,8.000000
20.000000,10.000000,11.711898,0.182154,0.181564,0.281963,8.000000
21.000000,10.000000,11.712598,0.182158,0.181567,0.284581,9.000000
22.000000,10.000000,11.714957,0.182162,0.181569,0.290229,8.000000
23.000000,10.000000,11.718807,0.182164,0.181571,0.286760,8.000000
24.000000,10.000000,11.723128,0.182164,0.181571,0.287617,8.000000
25.000000,10.000000,11.727827,0.182164,0.181570,0.278284,9.000000
26.000000,10.000000,11.727689,0.182171,0.181575,0.288267,8.000000
27.000000,10.000000,11.727050,0.182173,0.181576,0.290666,9.000000
28.000000,10.000000,11.727668,0.182174,0.181576,0.281746,8.000000
29.000000,10.000000,11.732969,0.182175,0.181577,0.290855,8.000000
30.000000,10.000000,11.741342,0.182174,0.181575,0.287220,8.000000
31.000000,10.000000,11.757435,0.182176,0.181573,0.285283,8.000000
32.000000,10.000000,11.767172,0.182184,0.181573,0.287421,8.000000
33.000000,10.000000,11.769456,0.182174,0.181571,0.283136,8.000000
34.000000,10.000000,11.765661,0.182168,0.181569,0.284049,8.000000
35.000000,10.000000,11.770075,0.182152,0.181555,0.293452,9.000000
36.000000,10.000000,11.765829,0.078848,0.050807,0.051030,8.000000
37.000000,10.000000,11.772893,0.182160,0.181554,0.280017,9.000000
38.000000,10.000000,11.751777,0.081434,0.056908,0.077553,8.000000
39.000000,10.000000,11.749975,0.182174,0.181568,0.290594,9.000000
40.000000,10.000000,11.736565,0.182160,0.181566,0.284630,8.000000
0.000000,11.000000,11.740158,0.182179,0.181578,0.281009,9.000000
1.000000,11.000000,11.739264,0.182179,0.181579,0.286582,9.000000
2.000000,11.000000,11.734851,0.182180,0.181580,0.287188,8.000000
3.000000,11.000000,11.732287,0.182179,0.181579,0.283166,8.000000
4.000000,11.000000,11.726419,0.182177,0.181578,0.285596,8.000000
5.000000,11.000000,11.724299,0.182173,0.181576,0.284795,9.000000
6.000000,11.000000,11.722657,0.182168,0.181572,0.285601,8.000000
7.000000,11.000000,11.722243,0.182166,0.181571,0.287506,8.000000
8.000000,11.000000,11.724427,0.182164,0.181570,0.292126,9.000000
9.000000,11.000000,11.732972,0.182162,0.181568,0.291577,8.000000
10.000000,11.000000,11.741864,0.182164,0.181566,0.281377,8.000000
11.000000,11.000000,11.749317,0.182171,0.181566,0.281044,9.000000
12.000000,11.000000,11.755483,0.182161,0.181563,0.282781,9.000000
13.000000,11.000000,11.752804,0.182158,0.181562,0.287712,9.000000
14.000000,11.000000,11.740657,0.182156,0.181562,0.288964,8.000000
15.000000,11.000000,11.728300,0.182153,0.181562,0.284887,8.000000
16.000000,11.000000,11.717624,0.182154,0.181564,0.288522,8.000000
17.000000,11.000000,11.712018,0.182156,0.181566,0.283924,9.000000
18.000000,11.000000,11.710373,0.182156,0.181566,0.285306,9.000000
19.000000,11.000000,11.711211,0.182155,0.181565,0.286160,9.000000
20.000000,11.000000,11.712246,0.182155,0.181565,0.282636,8.000000
21.000000,11.000000,11.714968,0.182158,0.181567,0.281902,8.000000
22.000000,11.000000,11.718030,0.182161,0.181569,0.286085,8.000000
23.000000,11.000000,11.725783,0.182164,0.181571,0.283249,9.000000
24.000000,11.000000,11.738968,0.182160,0.181566,0.287893,8.000000
25.000000,11.000000,11.744914,0.182151,0.181557,0.290710,8.000000
26.000000,11.000000,11.738737,0.182165,0.181569,0.287856,8.000000
27.000000,11.000000,11.729743,0.182174,0.181577,0.281291,8.000000
28.000000,11.000000,11.728285,0.182176,0.181578,0.290268,8.000000
29.000000,11.000000,11.729638,0.182176,0.181578,0.288620,9.000000
30.000000,11.000000,11.732083,0.182174,0.181576,0.279223,8.000000
31.000000,11.000000,11.739487,0.182171,0.181573,0.283078,9.000000
32.000000,11.000000,11.744831,0.182170,0.181572,0.283908,9.000000
33.000000,11.000000,11.743510,0.182169,0.181572,0.288820,8.000000
34.000000,11.000000,11.740403,0.182168,0.181573,0.282880,9.000000
35.000000,11.000000,11.745892,0.182161,0.181567,0.286329,9.000000
36.000000,11.000000,11.754528,0.182149,0.181555,0.280953,8.000000
37.000000,11.000000,11.756690,0.182162,0.181565,0.281960,8.000000
38.000000,11.000000,11.751166,0.182175,0.181569,0.288473,8.000000
39.000000,11.000000,11.741724,0.182165,0.181567,0.286959,8.000000
40.000000,11.000000,11.732463,0.182158,0.181565,0.287122,8.000000
0.000000,12.000000,11.734025,0.182180,0.181580,0.287553,9.000000
1.000000,12.000000,11.733798,0.182180,0.181580,0.289406,8.000000
2.000000,12.000000,11.732162,0.182179,0.181579,0.280354,9.000000
3.000000,12.000000,11.732294,0.182177,0.181578,0.281954,9.000000
4.000000,12.000000,11.729400,0.182174,0.181576,0.282395,8.000000
5.000000,12.000000,11.726413,0.182171,0.181575,0.285052,8.000000
6.000000,12.000000,11.724020,0.182167,0.181572,0.287353,9.000000
7.000000,12.000000,11.722676,0.182165,0.181571,0.289692,8.000000
8.000000,12.000000,11.725478,0.182165,0.181571,0.290927,9.000000
9.000000,12.000000,11.733689,0.182163,0.181568,0.290099,9.000000
10.000000,12.000000,11.740712,0.182165,0.181566,0.281131,9.000000
11.000000,12.000000,11.743701,0.182171,0.181566,0.283548,9.000000
12.000000,12.000000,11.744080,0.182160,0.181563,0.286132,8.000000
13.000000,12.000000,11.736895,0.182155,0.181563,0.282152,8.000000
14.000000,12.000000,11.725271,0.182155,0.181565,0.280795,8.000000
15.000000,12.000000,11.718365,0.182153,0.181564,0.289601,8.000000
16.000000,12.000000,11.714024,0.182154,0.181564,0.286031,9.000000
17.000000,12.000000,11.710880,0.182156,0.181566,0.288630,9.000000
18.000000,12.000000,11.709864,0.182156,0.181566,0.281884,8.000000
19.000000,12.000000,11.712773,0.182158,0.181567,0.282515,9.000000
20.000000,12.000000,11.716761,0.182159,0.181567,0.285948,8.000000
21.000000,12.000000,11.720206,0.182160,0.181567,0.286091,8.000000
22.000000,12.000000,11.727013,0.182162,0.181569,0.282304,9.000000
23.000000,12.000000,11.739642,0.182162,0.181568,0.283293,8.000000
24.000000,12.000000,11.757645,0.182151,0.181555,0.287601,8.000000
25.000000,12.000000,11.752604,0.078847,0.050806,0.051325,8.000000
26.000000,12.000000,11.749860,0.182157,0.181560,0.288485,9.000000
27.000000,12.000000,11.735059,0.182174,0.181577,0.287807,9.000000
28.000000,12.000000,11.729445,0.182176,0.181578,0.282444,9.000000
29.000000,12.000000,11.728589,0.182174,0.181576,0.282583,9.000000
30.000000,12.000000,11.725930,0.182174,0.181577,0.286562,8.000000
31.000000,12.000000,11.729011,0.182170,0.181574,0.281892,8.000000
32.000000,12.000000,11.728543,0.182168,0.181572,0.280156,8.000000
33.000000,12.000000,11.727926,0.182169,0.181573,0.286954,8.000000
34.000000,12.000000,11.725903,0.182168,0.181573,0.286398,9.000000
35.000000,12.000000,11.727542,0.182164,0.181571,0.281648,8.000000
36.000000,12.000000,11.732288,0.182162,0.181569,0.282774,8.000000
37.000000,12.000000,11.735351,0.182165,0.181571,0.285464,8.000000
38.000000,12.000000,11.734840,0.182166,0.181570,0.287578,8.000000
39.000000,12.000000,11.728758,0.182161,0.181568,0.280807,8.000000
40.000000,12.000000,11.722723,0.182157,0.181566,0.283322,8.000000
0.000000,13.000000,11.730583,0.182180,0.181580,0.281511,9.000000
1.000000,13.000000,11.732944,0.182178,0.181578,0.277899,8.000000
2.000000,13.000000,11.737418,0.182177,0.181577,0.287153,9.000000
3.000000,13.000000,11.738100,0.182175,0.181575,0.288316,8.000000
4.000000,13.000000,11.732894,0.182172,0.181574,0.286846,9.000000
5.000000,13.000000,11.727053,0.182169,0.181573,0.277943,8.000000
6.000000,13.000000,11.724422,0.182166,0.181571,0.283675,8.000000
7.000000,13.000000,11.721693,0.182165,0.181571,0.286377,9.000000
8.000000,13.000000,11.725287,0.182166,0.181571,0.285693,8.000000
9.000000,13.000000,11.733689,0.182165,0.181569,0.297340,8.000000
10.000000,13.000000,11.738001,0.182173,0.181569,0.285255,9.000000
11.000000,13.000000,11.728219,0.091758,0.073323,0.122339,8.000000
12.000000,13.000000,11.735697,0.182168,0.181565,0.285711,8.000000
13.000000,13.000000,11.727732,0.182158,0.181565,0.287304,8.000000
14.000000,13.000000,11.719528,0.182155,0.181565,0.281837,8.000000
15.000000,13.000000,11.713588,0.182155,0.181565,0.286471,8.000000
16.000000,13.000000,11.711853,0.182155,0.181565,0.285949,8.000000
17.000000,13.000000,11.711878,0.182158,0.181567,0.281289,8.000000
18.000000,13.000000,11.712768,0.182159,0.181568,0.281932,8.000000
19.000000,13.000000,11.717642,0.182160,0.181568,0.282745,8.000000
20.000000,13.000000,11.723842,0.182161,0.181568,0.282539,9.000000
21.000000,13.000000,11.730643,0.182165,0.181569,0.285000,8.000000
22.000000,13.000000,11.739239,0.182165,0.181569,0.280138,8.000000
23.000000,13.000000,11.753749,0.182169,0.181570,0.288206,8.000000
24.000000,13.000000,11.766880,0.182172,0.181566,0.281207,8.000000
25.000000,13.000000,11.769632,0.182157,0.181557,0.289666,8.000000
26.000000,13.000000,11.750719,0.182167,0.181570,0.279325,9.000000
27.000000,13.000000,11.735739,0.182174,0.181577,0.285685,8.000000
28.000000,13.000000,11.733320,0.182177,0.181578,0.292208,8.000000
29.000000,13.000000,11.731943,0.182175,0.181576,0.283943,9.000000
30.000000,13.000000,11.729400,0.182173,0.181576,0.281996,8.000000
31.000000,13.000000,11.725699,0.182170,0.181574,0.282313,8.000000
32.000000,13.000000,11.724371,0.182168,0.181572,0.285213,8.000000
33.000000,13.000000,11.724279,0.182168,0.181573,0.288380,9.000000
34.000000,13.000000,11.723016,0.182166,0.181571,0.290981,9.000000
35.000000,13.000000,11.720466,0.182164,0.181571,0.282835,8.000000
36.000000,13.000000,11.722943,0.182165,0.181571,0.286357,9.000000
37.000000,13.000000,11.724846,0.182165,0.181571,0.291472,9.000000
38.000000,13.000000,11.724454,0.182165,0.181571,0.293524,9.000000
39.000000,13.000000,11.721142,0.182159,0.181567,0.286716,8.000000
40.000000,13.000000,11.718927,0.182157,0.181566,0.284772,8.000000
0.000000,14.000000,11.732087,0.182178,0.181578,0.285398,9.000000
1.000000,14.000000,11.737508,0.182176,0.181576,0.284437,8.000000
2.000000,14.000000,11.743327,0.182177,0.181575,0.283057,9.000000
3.000000,14.000000,11.742846,0.182183,0.181574,0.283369,9.000000
4.000000,14.000000,11.741152,0.182174,0.181573,0.280460,8.000000
5.000000,14.000000,11.731885,0.182170,0.181573,0.286687,9.000000
6.000000,14.000000,11.726023,0.182168,0.181572,0.288044,9.000000
7.000000,14.000000,11.722939,0.182165,0.181571,0.279770,8.000000
8.000000,14.000000,11.724233,0.182165,0.181571,0.282265,9.000000
9.000000,14.000000,11.730097,0.182164,0.181569,0.284850,8.000000
10.000000,14.000000,11.735318,0.182166,0.181568,0.289822,9.000000
11.000000,14.000000,11.735647,0.182172,0.181568,0.285906,8.000000
12.000000,14.000000,11.732392,0.182163,0.181566,0.294185,8.000000
13.000000,14.000000,11.724305,0.182159,0.181567,0.288033,8.000000
14.000000,14.000000,11.717941,0.182158,0.181567,0.289915,8.000000
15.000000,14.000000,11.711681,0.182155,0.181565,0.283436,9.000000
16.000000,14.000000,11.712008,0.182156,0.181565,0.285013,8.000000
17.000000,14.000000,11.714241,0.182160,0.181569,0.289276,8.000000
18.000000,14.000000,11.716655,0.182160,0.181568,0.284595,9.000000
19.000000,14.000000,11.724262,0.182161,0.181568,0.283999,8.000000
20.000000,14.000000,11.732092,0.182166,0.181568,0.285280,9.000000
21.000000,14.000000,11.740412,0.182175,0.181570,0.294184,8.000000
22.000000,14.000000,11.750571,0.182171,0.181569,0.284282,8.000000
23.000000,14.000000,11.760971,0.182179,0.181570,0.285064,8.000000
24.000000,14.000000,11.756688,0.081136,0.056314,0.078986,8.000000
25.000000,14.000000,11.762158,0.182179,0.181571,0.285648,9.000000
26.000000,14.000000,11.746179,0.182174,0.181575,0.283756,8.000000
27.000000,14.000000,11.738712,0.182174,0.181575,0.287380,9.000000
28.000000,14.000000,11.740872,0.182175,0.181576,0.286362,8.000000
29.000000,14.000000,11.742925,0.182176,0.181575,0.289460,8.000000
30.000000,14.000000,11.738119,0.182172,0.181574,0.282675,8.000000
31.000000,14.000000,11.731784,0.182172,0.181575,0.287627,8.000000
32.000000,14.000000,11.725255,0.182170,0.181573,0.284864,8.000000
33.000000,14.000000,11.723739,0.182169,0.181573,0.278342,9.000000
34.000000,14.000000,11.724287,0.182168,0.181572,0.289914,9.000000
35.000000,14.000000,11.722189,0.182164,0.181570,0.286902,8.000000
36.000000,14.000000,11.720437,0.182162,0.181569,0.282890,8.000000
37.000000,14.000000,11.721766,0.182163,0.181570,0.286288,8.000000
38.000000,14.000000,11.723482,0.182161,0.181568,0.288459,8.000000
39.000000,14.000000,11.724872,0.182159,0.181567,0.280747,9.000000
40.000000,14.000000,11.725822,0.182159,0.181567,0.285433,9.000000
0.000000,15.000000,11.734065,0.182174,0.181575,0.289147,8.000000
1.000000,15.000000,11.738254,0.182175,0.181575,0.284115,9.000000
2.000000,15.000000,11.744378,0.182183,0.181575,0.283786,8.000000
3.000000,15.000000,11.734506,0.091005,0.072254,0.115818,8.000000
4.000000,15.000000,11.742480,0.182181,0.181574,0.280134,8.000000
5.000000,15.000000,11.735237,0.182172,0.181573,0.285909,8.000000
6.000000,15.000000,11.729164,0.182171,0.181574,0.289869,9.000000
7.000000,15.000000,11.724661,0.182168,0.181573,0.285634,9.000000
8.000000,15.000000,11.725005,0.182165,0.181571,0.289471,8.000000
9.000000,15.000000,11.728132,0.182164,0.181569,0.284385,8.000000
10.000000,15.000000,11.732146,0.182164,0.181569,0.286771,9.000000
11.000000,15.000000,11.733437,0.182163,0.181567,0.286049,9.000000
12.000000,15.000000,11.727806,0.182159,0.181566,0.285374,8.000000
13.000000,15.000000,11.722736,0.182158,0.181566,0.290071,8.000000
14.000000,15.000000,11.716098,0.182158,0.181567,0.282199,9.000000
15.000000,15.000000,11.712166,0.182157,0.181566,0.285991,9.000000
16.000000,15.000000,11.713838,0.182156,0.181566,0.283282,8.000000
17.000000,15.000000,11.715543,0.182159,0.181567,0.290263,8.000000
18.000000,15.000000,11.718955,0.182161,0.181568,0.285193,8.000000
19.000000,15.000000,11.726572,0.182164,0.181568,0.287157,9.000000
20.000000,15.000000,11.733992,0.182175,0.181571,0.279326,8.000000
21.000000,15.000000,11.730872,0.092544,0.074424,0.123069,8.000000
22.000000,15.000000,11.750725,0.182177,0.181570,0.287100,8.000000
23.000000,15.000000,11.759707,0.182174,0.181570,0.288824,9.000000
24.000000,15.000000,11.759783,0.182182,0.181572,0.282427,9.000000
25.000000,15.000000,11.754704,0.182173,0.181572,0.286493,8.000000
26.000000,15.000000,11.742707,0.182172,0.181574,0.277297,8.000000
27.000000,15.000000,11.742641,0.182174,0.181575,0.279589,8.000000
28.000000,15.000000,11.754041,0.182179,0.181575,0.284118,8.000000
29.000000,15.000000,11.755540,0.182187,0.181576,0.284466,9.000000
30.000000,15.000000,11.750072,0.182177,0.181574,0.279999,8.000000
31.000000,15.000000,11.738910,0.182175,0.181576,0.287420,8.000000
32.000000,15.000000,11.731651,0.182173,0.181576,0.281620,9.000000
33.000000,15.000000,11.730585,0.182171,0.181574,0.289838,9.000000
34.000000,15.000000,11.732110,0.182167,0.181571,0.289956,8.000000
35.000000,15.000000,11.730423,0.182164,0.181569,0.284291,8.000000
36.000000,15.000000,11.726808,0.182163,0.181569,0.285801,8.000000
37.000000,15.000000,11.727312,0.182162,0.181569,0.288035,9.000000
38.000000,15.000000,11.733942,0.182162,0.181568,0.282745,8.000000
39.000000,15.000000,11.740625,0.182162,0.181567,0.280313,8.000000
40.000000,15.000000,11.743221,0.182160,0.181566,0.286989,8.000000
0.000000,16.000000,11.735589,0.182169,0.181572,0.285911,8.000000
1.000000,16.000000,11.740335,0.182169,0.181572,0.279030,8.000000
2.000000,16.000000,11.748750,0.182174,0.181572,0.286175,8.000000
3.000000,16.000000,11.751699,0.182181,0.181573,0.284475,9.000000
4.000000,16.000000,11.750335,0.182174,0.181572,0.287360,9.000000
5.000000,16.000000,11.740813,0.182171,0.181573,0.282490,9.000000
6.000000,16.000000,11.732106,0.182171,0.181574,0.288154,9.000000
7.000000,16.000000,11.726685,0.182168,0.181573,0.282057,9.000000
8.000000,16.000000,11.727684,0.182166,0.181571,0.283529,8.000000
9.000000,16.000000,11.731772,0.182166,0.181570,0.291184,8.000000
10.000000,16.000000,11.734173,0.182165,0.181569,0.288564,8.000000
11.000000,16.000000,11.732361,0.182163,0.181569,0.288867,9.000000
12.000000,16.000000,11.725129,0.182160,0.181567,0.283507,8.000000
13.000000,16.000000,11.720120,0.182159,0.181567,0.287134,8.000000
14.000000,16.000000,11.715973,0.182160,0.181568,0.282911,9.000000
15.000000,16.000000,11.715483,0.182158,0.181567,0.285103,8.000000
16.000000,16.000000,11.714282,0.182160,0.181568,0.291266,9.000000
17.000000,16.000000,11.715631,0.182159,0.181567,0.289015,8.000000
18.000000,16.000000,11.719550,0.182160,0.181567,0.281345,8.000000
19.000000,16.000000,11.725975,0.182161,0.181567,0.287159,9.000000
20.000000,16.000000,11.734584,0.182168,0.181570,0.291918,8.000000
21.000000,16.000000,11.737919,0.182176,0.181571,0.285657,9.000000
22.000000,16.000000,11.746104,0.182171,0.181570,0.284481,8.000000
23.000000,16.000000,11.749251,0.182170,0.181571,0.284874,9.000000
24.000000,16.000000,11.749357,0.182173,0.181573,0.286590,9.000000
25.000000,16.000000,11.745869,0.182172,0.181573,0.282589,8.000000
26.000000,16.000000,11.742282,0.182172,0.181574,0.278791,8.000000
27.000000,16.000000,11.747735,0.182176,0.181575,0.283522,8.000000
28.000000,16.000000,11.757745,0.182189,0.181577,0.287416,8.000000
29.000000,16.000000,11.752170,0.081750,0.057521,0.078612,8.000000
30.000000,16.000000,11.757313,0.182187,0.181576,0.285609,8.000000
31.000000,16.000000,11.744767,0.182176,0.181575,0.283421,8.000000
32.000000,16.000000,11.738682,0.182174,0.181575,0.282750,9.000000
33.000000,16.000000,11.745081,0.182171,0.181573,0.289526,8.000000
34.000000,16.000000,11.750490,0.182169,0.181570,0.287206,8.000000
35.000000,16.000000,11.747199,0.182167,0.181569,0.286621,9.000000
36.000000,16.000000,11.741247,0.182164,0.181569,0.282083,8.000000
37.000000,16.000000,11.742290,0.182163,0.181568,0.281311,9.000000
38.000000,16.000000,11.756268,0.182165,0.181566,0.291271,8.000000
39.000000,16.000000,11.769381,0.182175,0.181567,0.289150,8.000000
40.000000,16.000000,11.777015,0.182170,0.181566,0.282736,9.000000
0.000000,17.000000,11.744710,0.182168,0.181571,0.292136,8.000000
1.000000,17.000000,11.748777,0.182169,0.181570,0.281740,8.000000
2.000000,17.000000,11.758345,0.182171,0.181571,0.284585,8.000000
3.000000,17.000000,11.763197,0.182173,0.181571,0.286179,9.000000
4.000000,17.000000,11.761291,0.182172,0.181572,0.287984,8.000000
5.000000,17.000000,11.752239,0.182171,0.181572,0.286677,8.000000
6.000000,17.000000,11.740527,0.182171,0.181573,0.285291,9.000000
7.000000,17.000000,11.734092,0.182169,0.181573,0.287352,9.000000
8.000000,17.000000,11.734172,0.182168,0.181572,0.284038,9.000000
9.000000,17.000000,11.737778,0.182169,0.181570,0.281808,9.000000
10.000000,17.000000,11.737881,0.182174,0.181570,0.280227,9.000000
11.000000,17.000000,11.735879,0.182166,0.181568,0.282020,8.000000
12.000000,17.000000,11.729483,0.182164,0.181569,0.288134,8.000000
13.000000,17.000000,11.723634,0.182161,0.181568,0.292590,8.000000
14.000000,17.000000,11.721111,0.182161,0.181569,0.280024,8.000000
15.000000,17.000000,11.721228,0.182161,0.181568,0.281107,9.000000
16.000000,17.000000,11.718206,0.182160,0.181568,0.276137,9.000000
17.000000,17.000000,11.716820,0.182159,0.181567,0.284331,8.000000
18.000000,17.000000,11.718955,0.182161,0.181569,0.280495,8.000000
19.000000,17.000000,11.722487,0.182161,0.181568,0.280213,9.000000
20.000000,17.000000,11.727826,0.182165,0.181570,0.283994,8.000000
21.000000,17.000000,11.732246,0.182168,0.181571,0.277918,8.000000
22.000000,17.000000,11.737162,0.182171,0.181573,0.288948,9.000000
23.000000,17.000000,11.741521,0.182173,0.181575,0.291024,9.000000
24.000000,17.000000,11.744862,0.182175,0.181575,0.292441,8.000000
25.000000,17.000000,11.744955,0.182177,0.181576,0.287598,8.000000
26.000000,17.000000,11.743859,0.182176,0.181576,0.281097,8.000000
27.000000,17.000000,11.748117,0.182178,0.181577,0.288180,9.000000
28.000000,17.000000,11.755520,0.182181,0.181577,0.282827,8.000000
29.000000,17.000000,11.759841,0.182190,0.181577,0.291562,8.000000
30.000000,17.000000,11.756069,0.182180,0.181576,0.290715,9.000000
31.000000,17.000000,11.745971,0.182175,0.181575,0.286974,8.000000
32.000000,17.000000,11.747961,0.182174,0.181574,0.285946,8.000000
33.000000,17.000000,11.759717,0.182175,0.181572,0.288236,8.000000
34.000000,17.000000,11.769049,0.182185,0.181571,0.285396,9.000000
35.000000,17.000000,11.765228,0.182182,0.181571,0.286843,8.000000
36.000000,17.000000,11.757596,0.182170,0.181569,0.290056,8.000000
37.000000,17.000000,11.758446,0.182168,0.181569,0.288419,8.000000
38.000000,17.000000,11.771937,0.182176,0.181567,0.285540,8.000000
39.000000,17.000000,11.777818,0.081139,0.056315,0.077031,9.000000
40.000000,17.000000,11.798839,0.182195,0.181569,0.286501,9.000000
0.000000,18.000000,11.757917,0.182170,0.181569,0.286120,8.000000
1.000000,18.000000,11.761563,0.182177,0.181569,0.280600,9.000000
2.000000,18.000000,11.771915,0.182175,0.181570,0.282512,9.000000
3.000000,18.000000,11.779752,0.182182,0.181570,0.285796,8.000000
4.000000,18.000000,11.780968,0.182179,0.181571,0.284454,9.000000
5.000000,18.000000,11.770164,0.182183,0.181572,0.278999,9.000000
6.000000,18.000000,11.759499,0.182174,0.181572,0.289811,9.000000
7.000000,18.000000,11.744480,0.182169,0.181572,0.280702,9.000000
8.000000,18.000000,11.741358,0.182169,0.181571,0.292375,8.000000
9.000000,18.000000,11.743191,0.182178,0.181572,0.279896,8.000000
10.000000,18.000000,11.733477,0.091004,0.072254,0.115001,8.000000
11.000000,18.000000,11.741152,0.182177,0.181571,0.283389,9.000000
12.000000,18.000000,11.734805,0.182167,0.181570,0.286354,8.000000
13.000000,18.000000,11.730624,0.182163,0.181569,0.286284,8.000000
14.000000,18.000000,11.731854,0.182163,0.181569,0.284499,8.000000
15.000000,18.000000,11.733821,0.182165,0.181569,0.287828,9.000000
16.000000,18.000000,11.729214,0.182163,0.181569,0.283603,8.000000
17.000000,18.000000,11.723956,0.182162,0.181569,0.285682,9.000000
18.000000,18.000000,11.720223,0.182163,0.181569,0.287113,9.000000
19.000000,18.000000,11.721307,0.182164,0.181570,0.289073,8.000000
20.000000,18.000000,11.723679,0.182165,0.181571,0.283890,8.000000
21.000000,18.000000,11.726367,0.182169,0.181573,0.286088,8.000000
22.000000,18.000000,11.731920,0.182172,0.181575,0.281228,9.000000
23.000000,18.000000,11.738762,0.182176,0.181577,0.288146,9.000000
24.000000,18.000000,11.746772,0.182179,0.181576,0.285374,9.000000
25.000000,18.000000,11.749097,0.182187,0.181577,0.288701,8.000000
26.000000,18.000000,11.748419,0.182182,0.181578,0.289394,8.000000
27.000000,18.000000,11.747139,0.182179,0.181578,0.287003,8.000000
28.000000,18.000000,11.746437,0.182180,0.181579,0.281680,9.000000
29.000000,18.000000,11.748029,0.182182,0.181579,0.286995,9.000000
30.000000,18.000000,11.744105,0.182178,0.181578,0.281702,9.000000
31.000000,18.000000,11.741580,0.182176,0.181576,0.282685,8.000000
32.000000,18.000000,11.750491,0.182176,0.181575,0.287633,9.000000
33.000000,18.000000,11.766122,0.182186,0.181573,0.283940,8.000000
34.000000,18.000000,11.763910,0.081754,0.057522,0.078858,8.000000
35.000000,18.000000,11.761113,0.091769,0.073326,0.118590,8.000000
36.000000,18.000000,11.762274,0.182180,0.181571,0.288375,8.000000
37.000000,18.000000,11.759296,0.182169,0.181569,0.289481,8.000000
38.000000,18.000000,11.770698,0.182171,0.181567,0.287902,9.000000
39.000000,18.000000,11.785327,0.182189,0.181568,0.288852,9.000000
40.000000,18.000000,11.781423,0.092558,0.074429,0.121572,8.000000
0.000000,19.000000,11.767101,0.182179,0.181570,0.280475,8.000000
1.000000,19.000000,11.759795,0.091007,0.072254,0.117611,8.000000
2.000000,19.000000,11.778316,0.182190,0.181571,0.283030,8.000000
3.000000,19.000000,11.775879,0.082086,0.058151,0.080361,9.000000
4.000000,19.000000,11.791471,0.182195,0.181572,0.293025,9.000000
5.000000,19.000000,11.774255,0.082085,0.058151,0.082802,9.000000
6.000000,19.000000,11.773664,0.182183,0.181572,0.288571,8.000000
